,Name,Gender,Parliament,YOB,Parliament_Year,Age@Parliament,Age_buckets
468,"Hopkins, Leonard Donald",M,35,1930,1993,63,61-70
469,"Peters, Douglas Dennison",M,35,1930,1993,63,61-70
470,"Verran, Harry",M,35,1930,1993,63,61-70
471,"Bachand, André",M,36,1934,1997,63,61-70
472,"Bachand, André",M,36,1934,1997,63,61-70
473,"Bernier, Gilles",M,36,1934,1997,63,61-70
474,"Bernier, Gilles",M,36,1934,1997,63,61-70
475,"Chrétien, Joseph Jacques Jean",M,36,1934,1997,63,61-70
476,"Augustine, Jean",F,37,1937,2000,63,61-70
477,"Mayfield, Philip William",M,37,1937,2000,63,61-70
478,"Tremblay, Suzanne",F,37,1937,2000,63,61-70
479,"Boulianne, Marc",M,38,1941,2004,63,61-70
480,"Brown, Bonnie",F,38,1941,2004,63,61-70
481,"Carrier, Robert",M,38,1941,2004,63,61-70
482,"Fry, Hedy",F,38,1941,2004,63,61-70
483,"Johnston, F. Dale",M,38,1941,2004,63,61-70
484,"Kilgour, David",M,38,1941,2004,63,61-70
485,"Ménard, Serge",M,38,1941,2004,63,61-70
486,"Mills, Robert (Bob)",M,38,1941,2004,63,61-70
487,"Peterson, James Scott (Jim)",M,38,1941,2004,63,61-70
488,"Poirier-Rivard, Denise",F,38,1941,2004,63,61-70
489,"Tilson, David",M,38,1941,2004,63,61-70
490,"Arthur, André",M,39,1943,2006,63,61-70
491,"Black, Dawn",F,39,1943,2006,63,61-70
492,"Bouchard, Robert",M,39,1943,2006,63,61-70
493,"Hanger, Art",M,39,1943,2006,63,61-70
494,"Hearn, Loyola",M,39,1943,2006,63,61-70
495,"Lessard, Yves",M,39,1943,2006,63,61-70
496,"Marleau, Diane",F,39,1943,2006,63,61-70
497,"Patry, Bernard",M,39,1943,2006,63,61-70
498,"Plamondon, Louis",M,39,1943,2006,63,61-70
499,"Savoie, Denise",F,39,1943,2006,63,61-70
500,"Schellenberger, Gary",M,39,1943,2006,63,61-70
501,"Tonks, Alan",M,39,1943,2006,63,61-70
502,"Atamanenko, Alex",M,40,1945,2008,63,61-70
503,"Breitkreuz, Garry W.",M,40,1945,2008,63,61-70
504,"Casey, William D. (Bill)",M,40,1945,2008,63,61-70
505,"Gaudet, Roger",M,40,1945,2008,63,61-70
506,"Payne, LaVar",M,40,1945,2008,63,61-70
507,"Duncan, John",M,41,1948,2011,63,61-70
508,"Eglinski, Jim",M,41,1948,2011,63,61-70
509,"Harris, Jack",M,41,1948,2011,63,61-70
510,"Mayes, Colin",M,41,1948,2011,63,61-70
511,"McKay, John",M,41,1948,2011,63,61-70
512,"Norlock, Rick",M,41,1948,2011,63,61-70
513,"Rae, Bob",M,41,1948,2011,63,61-70
514,"Wong, Alice",F,40,1948,2008,60,51-60
515,"Foote, Judy",F,42,1952,2015,63,61-70
516,"Kitchen, Robert Gordon",M,42,1952,2015,63,61-70
517,"Nicholson, Rob",M,42,1952,2015,63,61-70
518,"Rudd, Kim",F,42,1952,2015,63,61-70
519,"Saroya, Bob",M,42,1952,2015,63,61-70
520,"Stetski, Wayne",M,42,1952,2015,63,61-70
521,"Cooper, Michael",M,43,1956,2019,63,61-70
522,"Diotte, Kerry",M,43,1956,2019,63,61-70
523,"Duvall, Scott",M,43,1956,2019,63,61-70
524,"Gladu, Marilyn",F,43,1956,2019,63,61-70
525,"Longfield, Lloyd",M,43,1956,2019,63,61-70
526,"Morrison, Rob",M,43,1956,2019,63,61-70
527,"Oliphant, Robert",M,43,1956,2019,63,61-70
528,"Tassi, Filomena",F,43,1956,2019,63,61-70
529,"Wagantall, Cathay",F,42,1956,2015,59,51-60
530,"Wagantall, Cathay",F,43,1956,2019,63,61-70
531,"Forest, Yves",M,28,1921,1968,47,41-50
532,"Gilbert, John",M,28,1921,1968,47,41-50
533,"Harries, Hu",M,28,1921,1968,47,41-50
534,"Honey, Russell Clayton",M,28,1921,1968,47,41-50
535,"Jamieson, Donald Campbell",M,28,1921,1968,47,41-50
536,"LeBlanc, Louis Guy",M,28,1921,1968,47,41-50
537,"Loiselle, Gérard",M,28,1921,1968,47,41-50
538,"Mackasey, Bryce Stuart",M,28,1921,1968,47,41-50
539,"Otto, Steven",M,28,1921,1968,47,41-50
540,"Saltsman, Max",M,28,1921,1968,47,41-50
541,"Scott, William C.",M,28,1921,1968,47,41-50
542,"Smith, G.A. Percy",M,28,1921,1968,47,41-50
543,"Stafford, Harold Edwin",M,28,1921,1968,47,41-50
544,"Alexander, Lincoln MacCauley",M,28,1922,1968,46,41-50
545,"Béchard, Albert",M,28,1922,1968,46,41-50
546,"Cyr, Alexandre",M,28,1922,1968,46,41-50
547,"Gibson, Colin David",M,28,1922,1968,46,41-50
548,"Gillespie, Alastair William",M,28,1922,1968,46,41-50
549,"Crouse, Lloyd Roseville",M,32,1918,1980,62,61-70
550,"Leduc, Jean-Louis",M,32,1918,1980,62,61-70
551,"MacDonald, Daniel Joseph",M,32,1918,1980,62,61-70
552,"Orlikow, David",M,32,1918,1980,62,61-70
553,"Schroder, James Duncan",M,32,1918,1980,62,61-70
554,"Jewett, Pauline",F,33,1922,1984,62,61-70
555,"Sauvé, Jeanne",F,33,1922,1984,62,61-70
556,"Van De Walle, Walter",M,33,1922,1984,62,61-70
557,"Cook, Charles Henry (Chuck)",M,34,1926,1988,62,61-70
558,"Halliday, Bruce",M,34,1926,1988,62,61-70
559,"Dromisky, Stanley Peter (Stan)",M,35,1931,1993,62,61-70
560,"Frazer, John L. (Jack)",M,35,1931,1993,62,61-70
561,"Gray, Herbert Eser (Herb)",M,35,1931,1993,62,61-70
562,"Harper, Edward (Ed)",M,35,1931,1993,62,61-70
563,"Pagtakhan, Rey D.",M,36,1935,1997,62,61-70
564,"Parent, Gilbert",M,36,1935,1997,62,61-70
565,"Dalphond-Guiral, Madeleine",F,37,1938,2000,62,61-70
566,"Fournier, Ghislain",M,37,1938,2000,62,61-70
567,"Harvard, John",M,37,1938,2000,62,61-70
568,"Martin, Paul Edgar Philippe",M,37,1938,2000,62,61-70
569,"Phinney, Elizabeth  (Beth)",F,37,1938,2000,62,61-70
570,"Abbott, Jim",M,38,1942,2004,62,61-70
571,"Bell, Don",M,38,1942,2004,62,61-70
572,"Bonin, Raymond",M,38,1942,2004,62,61-70
573,"Cummins, John Martin",M,38,1942,2004,62,61-70
574,"Godfrey, John Ferguson",M,38,1942,2004,62,61-70
575,"Neville, Anita",F,38,1942,2004,62,61-70
576,"Penson, Charles Frederick (Charlie)",M,38,1942,2004,62,61-70
577,"Reynolds, John Douglas",M,38,1942,2004,62,61-70
578,"Savage, Michael John",M,38,1942,2004,62,61-70
579,"Steckle, Paul Daniel",M,38,1942,2004,62,61-70
580,"Beaumier, Colleen",F,39,1944,2006,62,61-70
581,"Cullen, Roy",M,39,1944,2006,62,61-70
582,"Goldring, Peter",M,39,1944,2006,62,61-70
583,"Lauzon, Guy",M,39,1944,2006,62,61-70
584,"Lussier, Marcel",M,39,1944,2006,62,61-70
585,"McDonough, Alexa",F,39,1944,2006,62,61-70
586,"McGuire, Joseph Blair (Joe)",M,39,1944,2006,62,61-70
587,"Oda, Bev",F,39,1944,2006,62,61-70
588,"Priddy, Penny",F,39,1944,2006,62,61-70
589,"Sgro, Judy",F,39,1944,2006,62,61-70
590,"Bergen, Candice",F,40,1946,2008,62,61-70
591,"Davidson, Patricia",F,40,1946,2008,62,61-70
592,"Dosanjh, Ujjal",M,40,1946,2008,62,61-70
593,"Hyer, Bruce",M,40,1946,2008,62,61-70
594,"MacAulay, Lawrence",M,40,1946,2008,62,61-70
595,"MacKenzie, Dave",M,40,1946,2008,62,61-70
596,"Milliken, Peter Andrew Stewart",M,40,1946,2008,62,61-70
597,"Proulx, Marcel",M,40,1946,2008,62,61-70
598,"Ablonczy, Diane",F,41,1949,2011,62,61-70
599,"Albrecht, Harold",M,41,1949,2011,62,61-70
600,"Aspin, Jay",M,41,1949,2011,62,61-70
601,"Chisu, Corneliu",M,41,1949,2011,62,61-70
602,"Duncan, Linda Francis",F,41,1949,2011,62,61-70
603,"Easter, Wayne",M,41,1949,2011,62,61-70
604,"Flaherty, James Michael (Jim)",M,41,1949,2011,62,61-70
605,"Garneau, Marc",M,41,1949,2011,62,61-70
606,"Goodale, Ralph",M,41,1949,2011,62,61-70
607,"Gravelle, Claude",M,41,1949,2011,62,61-70
608,"Komarnicki, Ed",M,41,1949,2011,62,61-70
609,"Maguire, Larry",M,41,1949,2011,62,61-70
610,"O'Neill Gordon, Tilly",F,41,1949,2011,62,61-70
611,"Arnold, Mel",M,42,1953,2015,62,61-70
612,"Dreeshen, Earl",M,42,1953,2015,62,61-70
613,"McCrimmon, Karen",F,42,1953,2015,62,61-70
614,"Motz, Glen",M,42,1953,2015,62,61-70
615,"Rioux, Jean R.",M,42,1953,2015,62,61-70
616,"Rogers, Churence",M,42,1953,2015,62,61-70
617,"Yelich, Lynne",F,41,1953,2011,58,51-60
618,"Arya, Chandra",M,43,1957,2019,62,61-70
619,"Finley, Diane",F,43,1957,2019,62,61-70
620,"Koutrakis, Annie",F,43,1957,2019,62,61-70
621,"McLeod, Cathy",F,43,1957,2019,62,61-70
622,"Scarpaleggia, Francis",M,43,1957,2019,62,61-70
623,"Stanton, Bruce",M,43,1957,2019,62,61-70
624,"Sweet, David",M,43,1957,2019,62,61-70
625,"Givens, Philip Gerald",M,28,1922,1968,46,41-50
626,"Howard, Bruce Andrew Thomas",M,28,1922,1968,46,41-50
627,"McCleave, Robert Jardine",M,28,1922,1968,46,41-50
628,"Peters, William Arnold",M,28,1922,1968,46,41-50
629,"Richardson, James Armstrong",M,28,1922,1968,46,41-50
630,"Rock, Raymond",M,28,1922,1968,46,41-50
631,"Skoreyko, William",M,28,1922,1968,46,41-50
632,"Valade, Georges-J.",M,28,1922,1968,46,41-50
633,"Yanakis, Antonio",M,28,1922,1968,46,41-50
634,"Bell, Thomas Miller",M,28,1923,1968,45,41-50
635,"Benson, Edgar John",M,28,1923,1968,45,41-50
636,"Dupras, Maurice",M,28,1923,1968,45,41-50
637,"Fairweather, Robert Gordon Lee",M,28,1923,1968,45,41-50
638,"Hellyer, Paul Theodore",M,28,1923,1968,45,41-50
639,"Legault, Carl",M,28,1923,1968,45,41-50
640,"Morison, John B.",M,28,1923,1968,45,41-50
641,"Roy, Jean Robert",M,28,1923,1968,45,41-50
642,"St. Pierre, Paul",M,28,1923,1968,45,41-50
643,"Tolmie, Donald Ross",M,28,1923,1968,45,41-50
644,"Beaudoin, Léonel",M,28,1924,1968,44,41-50
645,"Deakon, Walter Cyril",M,28,1924,1968,44,41-50
646,"Laniel, Gérald",M,28,1924,1968,44,41-50
647,"Nielsen, Erik",M,28,1924,1968,44,41-50
648,"Lambert, Marcel Joseph Aimé",M,32,1919,1980,61,61-70
649,"Lamontagne, J. Gilles",M,32,1919,1980,61,61-70
650,"Mitges, Constantine George (Gus)",M,32,1919,1980,61,61-70
651,"Towers, Thomas Gordon",M,32,1919,1980,61,61-70
652,"Trudeau, Pierre Elliott",M,32,1919,1980,61,61-70
653,"Bertrand, Gabrielle",F,33,1923,1984,61,61-70
654,"Dantzer, Vincent Martin",M,33,1923,1984,61,61-70
655,"King, Frederick John",M,33,1923,1984,61,61-70
656,"Lesick, William",M,33,1923,1984,61,61-70
657,"McCuish, Robert Lorne",M,33,1923,1984,61,61-70
658,"Porter, Robert Harold",M,33,1923,1984,61,61-70
659,"Chadwick, Harry",M,34,1927,1988,61,61-70
660,"Fretz, Claude Girvin (Girve)",M,34,1927,1988,61,61-70
661,"Hogue, Jean-Pierre",M,34,1927,1988,61,61-70
662,"Allmand, William Warren",M,35,1932,1993,61,61-70
663,"Bellemare, Eugène",M,35,1932,1993,61,61-70
664,"Crawford, Rex",M,35,1932,1993,61,61-70
665,"Godin, Maurice",M,35,1932,1993,61,61-70
666,"Morrison, Lee Glen",M,35,1932,1993,61,61-70
667,"Richardson, John",M,35,1932,1993,61,61-70
668,"Schmidt, Werner",M,35,1932,1993,61,61-70
669,"Wayne, Elsie Eleanore",F,35,1932,1993,61,61-70
670,"Adams, Peter",M,36,1936,1997,61,61-70
671,"Canuel, René",M,36,1936,1997,61,61-70
672,"Hoeppner, Jake E.",M,36,1936,1997,61,61-70
673,"Pillitteri, Gary Orazio Vincenzo",M,36,1936,1997,61,61-70
674,"Reed, Julian Alexander Arnott",M,36,1936,1997,61,61-70
675,"Thompson, Myron",M,36,1936,1997,61,61-70
676,"Catterall, Marlene",F,37,1939,2000,61,61-70
677,"Clark, Charles Joseph",M,37,1939,2000,61,61-70
678,"Epp, Ken",M,37,1939,2000,61,61-70
679,"Graham, Bill",M,37,1939,2000,61,61-70
680,"Jackson, Ovid L.",M,37,1939,2000,61,61-70
681,"Thibeault, Yolande",F,37,1939,2000,61,61-70
682,"Bouchard, Robert",M,38,1943,2004,61,61-70
683,"Hanger, Art",M,38,1943,2004,61,61-70
684,"Hearn, Loyola",M,38,1943,2004,61,61-70
685,"Lessard, Yves",M,38,1943,2004,61,61-70
686,"Marleau, Diane",F,38,1943,2004,61,61-70
687,"Patry, Bernard",M,38,1943,2004,61,61-70
688,"Plamondon, Louis",M,38,1943,2004,61,61-70
689,"Schellenberger, Gary",M,38,1943,2004,61,61-70
690,"Tonks, Alan",M,38,1943,2004,61,61-70
691,"Atamanenko, Alex",M,39,1945,2006,61,61-70
692,"Breitkreuz, Garry W.",M,39,1945,2006,61,61-70
693,"Casey, William D. (Bill)",M,39,1945,2006,61,61-70
694,"Emerson, David",M,39,1945,2006,61,61-70
695,"Fitzpatrick, Brian",M,39,1945,2006,61,61-70
696,"Gaudet, Roger",M,39,1945,2006,61,61-70
697,"Maloney, John",M,39,1945,2006,61,61-70
698,"Robillard, Lucienne",F,39,1945,2006,61,61-70
699,"Skelton, Carol",F,39,1945,2006,61,61-70
700,"Cannon, Lawrence",M,40,1947,2008,61,61-70
701,"Comartin, Joe",M,40,1947,2008,61,61-70
702,"Dryden, Ken",M,40,1947,2008,61,61-70
703,"Duceppe, Gilles",M,40,1947,2008,61,61-70
704,"Galipeau, Joseph Bernard Royal Neil",M,40,1947,2008,61,61-70
705,"Hawn, Laurie",M,40,1947,2008,61,61-70
706,"Ignatieff, Michael",M,40,1947,2008,61,61-70
707,"Kerr, Greg",M,40,1947,2008,61,61-70
708,"Kramp, Daryl",M,40,1947,2008,61,61-70
709,"Mark, Inky",M,40,1947,2008,61,61-70
710,"Marston, Wayne",M,40,1947,2008,61,61-70
711,"Pomerleau, Roger",M,40,1947,2008,61,61-70
712,"Richardson, Lee",M,40,1947,2008,61,61-70
713,"Shipley, Bev",M,40,1947,2008,61,61-70
714,"Smith, Joy",F,40,1947,2008,61,61-70
715,"Thompson, Gregory Francis",M,40,1947,2008,61,61-70
716,"Volpe, Giuseppe (Joseph)",M,39,1947,2006,59,51-60
717,"Bennett, Carolyn",F,41,1950,2011,61,61-70
718,"Benoit, Leon Earl",M,41,1950,2011,61,61-70
719,"Layton, Jack",M,41,1950,2011,61,61-70
720,"Leung, Chungsen",M,41,1950,2011,61,61-70
721,"McCallum, John",M,41,1950,2011,61,61-70
722,"Obhrai, Deepak",M,41,1950,2011,61,61-70
723,"Rankin, Murray",M,41,1950,2011,61,61-70
724,"Warawa, Mark",M,40,1950,2008,58,51-60
725,"Zarac, Lise",F,40,1950,2008,58,51-60
726,"Blair, Bill",M,42,1954,2015,61,61-70
727,"Bossio, Mike",M,42,1954,2015,61,61-70
728,"Cannings, Richard",M,42,1954,2015,61,61-70
729,"Christopherson, David",M,42,1954,2015,61,61-70
730,"Lebel, Denis",M,42,1954,2015,61,61-70
731,"May, Elizabeth",F,42,1954,2015,61,61-70
732,"McColeman, Phil",M,42,1954,2015,61,61-70
733,"Morrissey, Robert",M,42,1954,2015,61,61-70
734,"Mulcair, Thomas J.",M,42,1954,2015,61,61-70
735,"Murray, Joyce",F,42,1954,2015,61,61-70
736,"Schulte, Deborah",F,42,1954,2015,61,61-70
737,"Woodworth, Stephen",M,41,1954,2011,57,51-60
738,"Desilets, Luc",M,43,1958,2019,61,61-70
739,"Dubourg, Emmanuel",M,43,1958,2019,61,61-70
740,"Hughes, Carol",F,43,1958,2019,61,61-70
741,"Shanahan, Brenda",F,43,1958,2019,61,61-70
742,"Pepin, Jean-Luc",M,28,1924,1968,44,41-50
743,"Rose, Mark Willson",M,28,1924,1968,44,41-50
744,"Thomson, Roderick J. (Rod)",M,28,1924,1968,44,41-50
745,"Benjamin, Leslie Gordon",M,28,1925,1968,43,41-50
746,"Gervais, Paul Mullins",M,28,1925,1968,43,41-50
747,"Howard, Frank",M,28,1925,1968,43,41-50
748,"Laflamme, Ovide",M,28,1925,1968,43,41-50
749,"Laprise, Gérard",M,28,1925,1968,43,41-50
750,"MacEwan, Howard Russell",M,28,1925,1968,43,41-50
751,"Borrie, Robert James",M,28,1926,1968,42,41-50
752,"Corriveau, Léopold",M,28,1926,1968,42,41-50
753,"Dubé, Jean-Eudes",M,28,1926,1968,42,41-50
754,"Godin, Roland",M,28,1926,1968,42,41-50
755,"Lachance, Georges-C.",M,28,1926,1968,42,41-50
756,"Langlois, Paul",M,28,1926,1968,42,41-50
757,"Lessard, Marcel",M,28,1926,1968,42,41-50
758,"Murphy, Charles Terrence",M,28,1926,1968,42,41-50
759,"Orange, Robert John (Bud)",M,28,1926,1968,42,41-50
760,"Skoberg, John Leroy",M,28,1926,1968,42,41-50
761,"Burton, John Stratford",M,28,1927,1968,41,41-50
762,"Cobbe, Gerald Richard",M,28,1927,1968,41,41-50
763,"Francis, Cyril Lloyd",M,32,1920,1980,60,51-60
764,"Gendron, Rosaire",M,32,1920,1980,60,51-60
765,"Isabelle, Joseph Gaston",M,32,1920,1980,60,51-60
766,"McKenzie, A. Daniel",M,33,1924,1984,60,51-60
767,"Nielsen, Erik",M,33,1924,1984,60,51-60
768,"Winegard, William C.",M,33,1924,1984,60,51-60
769,"Jordan, Jim",M,34,1928,1988,60,51-60
770,"Paproski, Steve Eugene",M,34,1928,1988,60,51-60
771,"Comuzzi, Joseph R. (Joe)",M,35,1933,1993,60,51-60
772,"Flis, Jesse Philip",M,35,1933,1993,60,51-60
773,"Augustine, Jean",F,36,1937,1997,60,51-60
774,"Mayfield, Philip William",M,36,1937,1997,60,51-60
775,"Ramsay, F.J. (Jack)",M,36,1937,1997,60,51-60
776,"Tremblay, Suzanne",F,36,1937,1997,60,51-60
777,"Assad, Mark Joseph",M,37,1940,2000,60,51-60
778,"Charbonneau, Yvon",M,37,1940,2000,60,51-60
779,"Cotler, Irwin",M,37,1940,2000,60,51-60
780,"Folco, Raymonde",F,37,1940,2000,60,51-60
781,"Hubbard, Charles",M,37,1940,2000,60,51-60
782,"Lalonde, Francine",F,37,1940,2000,60,51-60
783,"Lastewka, Walt",M,37,1940,2000,60,51-60
784,"McCormick, Larry",M,37,1940,2000,60,51-60
785,"O'Reilly, John Francis",M,37,1940,2000,60,51-60
786,"Perron, Gilles-A.",M,37,1940,2000,60,51-60
787,"Pickard, Jerry",M,37,1940,2000,60,51-60
788,"St-Julien, Guy",M,37,1940,2000,60,51-60
789,"Wood, Bob",M,36,1940,1997,57,51-60
790,"Beaumier, Colleen",F,38,1944,2004,60,51-60
791,"Carroll, M. Aileen",F,38,1944,2004,60,51-60
792,"Cullen, Roy",M,38,1944,2004,60,51-60
793,"Efford, Ruben John",M,38,1944,2004,60,51-60
794,"Goldring, Peter",M,38,1944,2004,60,51-60
795,"Lapierre, Réal",M,38,1944,2004,60,51-60
796,"Lauzon, Guy",M,38,1944,2004,60,51-60
797,"Macklin, Paul Harold",M,38,1944,2004,60,51-60
798,"McDonough, Alexa",F,38,1944,2004,60,51-60
799,"McGuire, Joseph Blair (Joe)",M,38,1944,2004,60,51-60
800,"Oda, Bev",F,38,1944,2004,60,51-60
801,"Sgro, Judy",F,38,1944,2004,60,51-60
802,"Davidson, Patricia",F,39,1946,2006,60,51-60
803,"Dosanjh, Ujjal",M,39,1946,2006,60,51-60
804,"Khan, Wajid",M,39,1946,2006,60,51-60
805,"MacAulay, Lawrence",M,39,1946,2006,60,51-60
806,"MacKenzie, Dave",M,39,1946,2006,60,51-60
807,"Milliken, Peter Andrew Stewart",M,39,1946,2006,60,51-60
808,"Proulx, Marcel",M,39,1946,2006,60,51-60
809,"Telegdi, Andrew",M,39,1946,2006,60,51-60
810,"Thibault, Louise",F,39,1946,2006,60,51-60
811,"Blackburn, Jean-Pierre",M,40,1948,2008,60,51-60
812,"Casson, Rick",M,40,1948,2008,60,51-60
813,"Duncan, John",M,40,1948,2008,60,51-60
814,"Gagnon, Christiane",F,40,1948,2008,60,51-60
815,"Harris, Jack",M,40,1948,2008,60,51-60
816,"Lee, Derek Vincent",M,40,1948,2008,60,51-60
817,"Martin, Tony",M,40,1948,2008,60,51-60
818,"Mayes, Colin",M,40,1948,2008,60,51-60
819,"McKay, John",M,40,1948,2008,60,51-60
820,"Minna, Maria",F,40,1948,2008,60,51-60
821,"Norlock, Rick",M,40,1948,2008,60,51-60
822,"Petit, Daniel",M,40,1948,2008,60,51-60
823,"Rae, Bob",M,40,1948,2008,60,51-60
824,"Szabo, Paul John Mark",M,40,1948,2008,60,51-60
825,"Garrison, Randall",M,41,1951,2011,60,51-60
826,"Lukiwski, Tom",M,41,1951,2011,60,51-60
827,"Lunney, James",M,41,1951,2011,60,51-60
828,"Mathyssen, Irene",F,41,1951,2011,60,51-60
829,"Morin, Marc-André",M,41,1951,2011,60,51-60
830,"Nash, Peggy",F,41,1951,2011,60,51-60
831,"Ritz, Gerry",M,41,1951,2011,60,51-60
832,"Sopuck, Robert",M,41,1951,2011,60,51-60
833,"Wasylycia-Leis, Judy",F,40,1951,2008,57,51-60
834,"Bélanger, Mauril",M,42,1955,2015,60,51-60
835,"Boutin-Sweet, Marjolaine",F,42,1955,2015,60,51-60
836,"Cuzner, Rodger",M,42,1955,2015,60,51-60
837,"Dion, Stéphane",M,42,1955,2015,60,51-60
838,"El-Khoury, Fayçal",M,42,1955,2015,60,51-60
839,"Fast, Edward",M,42,1955,2015,60,51-60
840,"Laverdière, Hélène",F,42,1955,2015,60,51-60
841,"Mihychuk, MaryAnn",F,42,1955,2015,60,51-60
842,"Nault, Robert Daniel",M,42,1955,2015,60,51-60
843,"Van Kesteren, Dave",M,42,1955,2015,60,51-60
844,"Vellacott, Maurice",M,41,1955,2011,56,51-60
845,"Beaulieu, Mario",M,43,1959,2019,60,51-60
846,"Beaulieu, Mario",M,43,1959,2019,60,51-60
847,"Benzen, Bob",M,43,1959,2019,60,51-60
848,"Hutchings, Gudie",F,43,1959,2019,60,51-60
849,"Lebouthillier, Diane",F,43,1959,2019,60,51-60
850,"McDonald, Ken",M,43,1959,2019,60,51-60
851,"McLeod, Michael",M,43,1959,2019,60,51-60
852,"Regan, Geoff",M,43,1959,2019,60,51-60
853,"Samson, Darrell",M,43,1959,2019,60,51-60
854,"Watts, Dianne L.",F,42,1959,2015,56,51-60
855,"Zann, Lenore",F,43,1959,2019,60,51-60
856,"Cullen, Jack Sydney George (Bud)",M,28,1927,1968,41,41-50
857,"Dumont, Bernard",M,28,1927,1968,41,41-50
858,"Hogarth, Douglas Aird",M,28,1927,1968,41,41-50
859,"Horner, John (Jack) Henry",M,28,1927,1968,41,41-50
860,"Peddle, Ambrose Hubert",M,28,1927,1968,41,41-50
861,"Robinson, William Kenneth",M,28,1927,1968,41,41-50
862,"Cafik, Norman Augustine",M,28,1928,1968,40,31-40
863,"Coates, Robert Carman",M,28,1928,1968,40,31-40
864,"Downey, Cliff",M,28,1928,1968,40,31-40
865,"La Salle, Roch",M,28,1928,1968,40,31-40
866,"Lajoie, Claude G.",M,28,1928,1968,40,31-40
867,"Marceau, Gilles",M,28,1928,1968,40,31-40
868,"McKinley, Robert Elgin",M,28,1928,1968,40,31-40
869,"Paproski, Steve Eugene",M,28,1928,1968,40,31-40
870,"Portelance, Arthur",M,28,1928,1968,40,31-40
871,"Hamilton, Frank Fletcher",M,32,1921,1980,59,51-60
872,"Huntington, Arthur Ronald",M,32,1921,1980,59,51-60
873,"Kempling, William James",M,32,1921,1980,59,51-60
874,"Mackasey, Bryce Stuart",M,32,1921,1980,59,51-60
875,"Scott, William C.",M,32,1921,1980,59,51-60
876,"Benjamin, Leslie Gordon",M,33,1925,1984,59,51-60
877,"Heap, Daniel James Macdonnell",M,33,1925,1984,59,51-60
878,"Hovdebo, Stanley J.",M,33,1925,1984,59,51-60
879,"Ladouceur, Fernand",M,33,1925,1984,59,51-60
880,"Lawrence, Allan Frederick",M,33,1925,1984,59,51-60
881,"Layton, Robert E.J.",M,33,1925,1984,59,51-60
882,"Marin, Charles-Eugène",M,33,1925,1984,59,51-60
883,"Mitchell, Margaret Anne",F,33,1925,1984,59,51-60
884,"Pietz, Allan Ernest",M,33,1925,1984,59,51-60
885,"Rossi, Carlo",M,33,1925,1984,59,51-60
886,"Scowen, Jack",M,33,1925,1984,59,51-60
887,"Stackhouse, Reginald Francis",M,33,1925,1984,59,51-60
888,"Ferguson, Ralph",M,34,1929,1988,59,51-60
889,"Friesen, Benno",M,34,1929,1988,59,51-60
890,"Loiselle, Gilles",M,34,1929,1988,59,51-60
891,"Shields, Jack Wendele",M,34,1929,1988,59,51-60
892,"Tétreault, Jacques",M,34,1929,1988,59,51-60
893,"Turner, John Napier",M,34,1929,1988,59,51-60
894,"Bernier, Gilles",M,35,1934,1993,59,51-60
895,"Bernier, Gilles",M,35,1934,1993,59,51-60
896,"Chrétien, Joseph Jacques Jean",M,35,1934,1993,59,51-60
897,"Grubel, Herbert G. ( Herb)",M,35,1934,1993,59,51-60
898,"Hnatyshyn, Ramon John",M,35,1934,1993,59,51-60
899,"MacLaren, Roy",M,35,1934,1993,59,51-60
900,"Worthy, Dave",M,34,1934,1988,54,51-60
901,"Dalphond-Guiral, Madeleine",F,36,1938,1997,59,51-60
902,"Debien, Maud",F,36,1938,1997,59,51-60
903,"Fournier, Ghislain",M,36,1938,1997,59,51-60
904,"Harvard, John",M,36,1938,1997,59,51-60
905,"Martin, Paul Edgar Philippe",M,36,1938,1997,59,51-60
906,"Mifflin, Fred J.",M,36,1938,1997,59,51-60
907,"Phinney, Elizabeth  (Beth)",F,36,1938,1997,59,51-60
908,"Barrette, Gilbert",M,37,1941,2000,59,51-60
909,"Brown, Bonnie",F,37,1941,2000,59,51-60
910,"Carignan, Jean Guy",M,37,1941,2000,59,51-60
911,"Fry, Hedy",F,37,1941,2000,59,51-60
912,"Harvey, André",M,37,1941,2000,59,51-60
913,"Johnston, F. Dale",M,37,1941,2000,59,51-60
914,"Kilgour, David",M,37,1941,2000,59,51-60
915,"Mills, Robert (Bob)",M,37,1941,2000,59,51-60
916,"Peterson, James Scott (Jim)",M,37,1941,2000,59,51-60
917,"Proctor, Dick",M,37,1941,2000,59,51-60
918,"Spencer, Larry",M,37,1941,2000,59,51-60
919,"Breitkreuz, Garry W.",M,38,1945,2004,59,51-60
920,"Casey, William D. (Bill)",M,38,1945,2004,59,51-60
